News ID	topic_name
N48371	crash, lanes, traffic, truck, highway, tractortrailer, southbound, interstate, northbound, near
N52999	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N53993	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N62441	
N59425	
N41144	new, million, home, city, project, plan, homes, transportation, housing, building
N24398	
N45769	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N59012	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N42387	
N59640	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N40236	
N2298	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N40061	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N2053	
N47793	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N30836	
N23081	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N42867	film, movie, films, joker, irishman, movies, box office, hollywood, martin, opening
N11822	
N58315	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N18801	
N54030	jaguars, jacksonville jaguars, jacksonville, minshew, foles, nick foles, jaguars vs, jags, marrone, ramsey
N12049	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N41953	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N8412	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N61636	
N39546	
N4123	
N22657	steelers, pittsburgh steelers, browns, pittsburgh, week, rams, cleveland, steelers vs, vs, vs browns
N55649	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N8508	
N15645	
N55409	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N44449	
N1536	volleyball, soccer, girls, team, girls soccer, womens, title, state, cross country, womens soccer
N54501	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N64879	
N62893	
N22291	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N27962	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N11502	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N15411	
N29297	
N42462	
N1142	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N6866	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N9935	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N36972	
N43584	
N59266	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N47231	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N62818	
N13421	
N58573	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N32602	
N58838	man, police, robbery, robbed, men, armed, jewelry, arrested, store, suspects
N42954	man, wife, murder, police, charged, shooting, death, woman, yearold, killing
N17255	
N53005	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N48782	
N15690	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N52858	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N49500	
N45434	
N35941	
N54499	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N27940	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N57753	
N46251	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N59000	
N59529	day sports, november, october, sports, day, november day, october day, news, news briefing, morning news
N44988	music, awards, country, country music, cma, cma awards, tour, band, carrie, underwood
N16903	
N1382	
N3943	
N63667	
N42428	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N54280	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N26149	
N24800	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N58327	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N16622	
N12746	
N8519	
N28560	
N40683	
N39294	
N22388	
N61464	
N38971	
N55301	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N64336	
N29174	
N56976	
N14961	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N46324	
N56304	marijuana, medical marijuana, cannabis, medical, recreational, legal, pot, weed, vaping, use
N12800	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N933	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N38797	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N48499	nascar, race, speedway, championship, cup, cup series, hamlin, series, martinsville, nascar cup
N8208	
N6095	
N37021	
N13579	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N48916	
N12478	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N51824	
N4534	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N54204	day sports, november, october, sports, day, november day, october day, news, news briefing, morning news
N29459	
N50780	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N15931	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N791	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N42044	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N48440	
N24571	
N46882	
N49921	
N1984	
N19044	
N13274	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N9563	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N6772	
N31872	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N15132	
N52775	
N10023	
N27767	
N61617	
N50592	
N31285	
N6011	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N48851	
N14487	
N14807	
N65052	
N38047	
N3691	
N61703	
N9811	
N52247	
N19195	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N45581	
N21718	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N60953	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N19034	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N58659	
N22274	
N37238	
N10990	
N39895	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N40814	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N37636	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N3769	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N10150	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N7583	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N635	
N7112	
N18507	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N29518	
N30034	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N7226	
N44832	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N61220	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N20341	
N48709	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N17556	
N42410	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N53878	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N64103	
N63680	new, million, home, city, project, plan, homes, transportation, housing, building
N51493	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N51462	
N15639	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N18045	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N54553	
N27330	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N26535	
N63319	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N5263	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N2752	
N20998	
N56288	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N3156	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N61574	
N40605	
N47661	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N3418	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N35125	
N13497	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N6563	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N55480	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N22057	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N21073	
N24854	colts, broncos, denver broncos, denver, colts news, indianapolis colts, indianapolis, browns, vinatieris, cleveland browns
N25625	
N6763	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N25866	
N6008	
N7293	
N35608	
N859	
N868	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N27610	volleyball, soccer, girls, team, girls soccer, womens, title, state, cross country, womens soccer
N29203	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N63443	
N56924	
N12179	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N48417	
N710	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N2119	
N58047	
N43065	school, teachers, board, schools, school board, students, teacher, education, district, county
N59170	new south, south wales, wales, bushfires, fires, fire, south, november, catastrophic, sydney
N28542	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N4956	
N46942	deadline, trade, trade deadline, nfl, nfl trade, could, deals, season, deal, teams
N53012	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N35956	
N27324	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N38418	
N12577	
N13191	deer, hunters, cows, hunting, cow, michigan, hunting season, hunts, moose, gus
N14052	new, million, home, city, project, plan, homes, transportation, housing, building
N58139	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N18003	
N54928	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N31869	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N10455	
N40509	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N62550	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N19663	
N5275	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N9189	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N2820	
N59165	
N10381	
N18780	
N15150	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N7220	
N37036	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N55183	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N55251	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N60639	
N35747	woods, tiger, tiger woods, zozo, presidents cup, zozo championship, pga, pga tour, presidents, cup
N50471	
N57879	
N36324	crash, lanes, traffic, truck, highway, tractortrailer, southbound, interstate, northbound, near
N12140	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N49059	brexit, boris, boris johnson, johnson, uk, european union, minister boris, european, prime minister, brexit deal
N63572	
N44531	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N39331	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N18407	
N63022	new, million, home, city, project, plan, homes, transportation, housing, building
N44206	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N30750	new, million, home, city, project, plan, homes, transportation, housing, building
N12803	
N22707	
N10224	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N56568	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N12976	
N22096	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N58850	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N61371	
N4718	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N2708	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N64526	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N30391	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N59875	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N61442	
N722	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N57248	
N58786	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N57681	
N11167	
N50274	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N50579	
N47980	cubs, david ross, ross, manager, chicago cubs, epstein, david, theo epstein, theo, chicago
N55163	
N59022	
N55434	
N4865	
N3697	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N33377	
N21049	
N7114	
N46429	
N48243	
N33564	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N59197	
N28860	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N45552	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N5824	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N10272	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N19060	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N44604	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N20202	
N52898	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N48266	cubs, david ross, ross, manager, chicago cubs, epstein, david, theo epstein, theo, chicago
N25840	
N14348	
N16307	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N59054	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N60690	
N2205	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N14675	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N26812	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N15812	
N62230	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N62139	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N12992	
N60288	
N14175	
N39682	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N1596	school, teachers, board, schools, school board, students, teacher, education, district, county
N53964	
N60769	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N22471	
N51655	
N34695	
N48375	
N49785	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N21545	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N17749	
N55623	school, teachers, board, schools, school board, students, teacher, education, district, county
N24534	
N30338	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N26582	
N37270	marijuana, medical marijuana, cannabis, medical, recreational, legal, pot, weed, vaping, use
N31907	
N24455	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N41925	new south, south wales, wales, bushfires, fires, fire, south, november, catastrophic, sydney
N10506	
N14147	
N2552	
N60337	
N52421	
N36126	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N50490	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N28075	dies, died, bernard, kaiser, tyson, age, bernard tyson, former, permanente, kaiser permanente
N27266	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N48520	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N17192	
N22710	
N35865	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N38313	
N16433	
N23933	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N34585	
N17085	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N23759	volleyball, soccer, girls, team, girls soccer, womens, title, state, cross country, womens soccer
N56493	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N53434	
N24575	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N43179	day sports, november, october, sports, day, november day, october day, news, news briefing, morning news
N11149	
N38949	
N13314	
N31602	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N59127	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N2925	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N7620	
N13118	
N55447	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N3374	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N20646	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N24877	extension, split, celtics, martin, contract, jaylen, conferences arrowhead, pete, hield, jaylen brown
N57292	
N58937	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N31088	
N16960	
N63807	
N22724	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N30691	
N13163	
N31154	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N17954	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N64332	carter, jimmy carter, jimmy, surgery, brain, president jimmy, former president, procedure, relieve, pressure
N8525	injury, surgery, hayward, knee, gordon hayward, ankle, gordon, season, hand, celtics
N64397	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N16325	
N7642	
N59296	
N54595	
N11333	
N62527	
N15167	
N21432	
N35055	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N42537	
N51261	
N48722	
N7513	
N48965	
N60464	
N2232	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N11707	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N12986	
N23144	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N33982	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N38615	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N46015	
N60725	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N60364	
N48373	injury, surgery, hayward, knee, gordon hayward, ankle, gordon, season, hand, celtics
N62100	
N40844	
N14796	facebook, zuckerberg, ads, mark zuckerberg, political, political ads, ad, false, facebooks, politicians
N968	
N13476	
N18429	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N16931	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N6873	
N11190	
N8660	crash, lanes, traffic, truck, highway, tractortrailer, southbound, interstate, northbound, near
N39308	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N57713	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N45916	
N26234	
N7466	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N50626	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N261	zoo, elephant, elephants, panda, bei, zoos, lion, bronx zoo, baby, cub
N23896	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N41175	
N47568	
N44332	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N42963	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N52585	
N64096	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N22189	
N43470	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N56213	
N60048	
N31711	
N51673	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N63841	
N2009	
N40604	
N3415	
N35138	
N63534	new, million, home, city, project, plan, homes, transportation, housing, building
N21315	
N38044	
N16784	
N26717	
N49893	
N6349	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N34201	
N11624	
N26941	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N21038	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N59935	new, million, home, city, project, plan, homes, transportation, housing, building
N64362	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N1172	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N3446	
N43242	
N29164	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N47117	bus, school bus, school, bus driver, driver, crash, students, sinkhole, injured, student
N58056	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N42214	
N60324	
N6073	
N28515	
N9950	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N7118	
N42724	
N15705	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N15174	
N38891	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N11797	
N4458	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N44352	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N5998	extension, split, celtics, martin, contract, jaylen, conferences arrowhead, pete, hield, jaylen brown
N16272	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N22554	
N49296	
N44577	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N21569	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N54757	volleyball, soccer, girls, team, girls soccer, womens, title, state, cross country, womens soccer
N4569	falcons, saints, falcons vs, atlanta, atlanta falcons, vs saints, crows nest, links buccaneers, web links, eagles
N4182	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N45317	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N60448	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N48875	
N9187	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N6605	
N58199	
N22095	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N50813	
N1731	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N21745	disney, streaming, streaming service, launch, service, disneys, disney plus, movies, service disney, disney launch
N3555	
N38628	
N25615	crash, lanes, traffic, truck, highway, tractortrailer, southbound, interstate, northbound, near
N963	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N26605	
N48020	
N26319	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N62250	
N43730	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N10176	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N10072	
N60127	
N14197	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N28377	
N36837	
N8933	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N5852	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N33790	
N46295	
N2818	
N58572	
N12702	
N14793	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N39146	milwaukee, bucks, milwaukee bucks, apartments, milwaukee whats, milwaukees, milwaukee brewers, whats weather, weather, whats
N15186	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N1703	
N29398	new, million, home, city, project, plan, homes, transportation, housing, building
N16945	
N12936	
N25315	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N19891	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N54466	
N44446	steelers, pittsburgh steelers, browns, pittsburgh, week, rams, cleveland, steelers vs, vs, vs browns
N39509	
N28110	
N7703	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N9389	school, teachers, board, schools, school board, students, teacher, education, district, county
N57555	
N58115	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N2715	
N15432	
N23008	trailer, trailer trailer, official trailer, official, day neighborhood, beautiful day, trailer beautiful, trailer knives, knives, beautiful
N28357	
N53044	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N45273	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N52294	trailer, trailer trailer, official trailer, official, day neighborhood, beautiful day, trailer beautiful, trailer knives, knives, beautiful
N26282	
N42696	
N43748	deer, hunters, cows, hunting, cow, michigan, hunting season, hunts, moose, gus
N19400	
N63217	new, million, home, city, project, plan, homes, transportation, housing, building
N8655	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N14923	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N43628	
N48309	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N33204	
N4277	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N32065	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N29237	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N41704	deer, hunters, cows, hunting, cow, michigan, hunting season, hunts, moose, gus
N55268	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N20315	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N31488	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N58887	
N25712	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N41083	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N30084	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N50947	
N40558	
N45901	
N33731	
N2485	falcons, saints, falcons vs, atlanta, atlanta falcons, vs saints, crows nest, links buccaneers, web links, eagles
N57385	
N62971	
N64085	michigan, state, penn, penn state, football, michigan state, minnesota, big ten, wolverines, gophers
N38072	
N32371	
N24888	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N26173	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N23895	milwaukee, bucks, milwaukee bucks, apartments, milwaukee whats, milwaukees, milwaukee brewers, whats weather, weather, whats
N64709	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N34117	
N33135	volleyball, soccer, girls, team, girls soccer, womens, title, state, cross country, womens soccer
N62123	
N17563	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N21126	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N1160	
N36187	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N14693	
N41243	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N30631	
N41502	
N17038	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N2927	
N5288	
N63145	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N23827	
N44786	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N51599	
N56636	
N59887	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N34141	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N52277	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N29172	
N59831	
N59988	
N3888	
N16833	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N29589	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N42880	
N51051	
N8270	
N26933	
N56095	
N36056	
N26583	
N29836	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N28009	
N53458	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N38535	
N34491	
N27228	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
